Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W,Twist_Linear_X,Twist_Linear_Y,Twist_Linear_Z,Twist_Angular_X,Twist_Angular_Y,Twist_Angular_Z
0.13593545069490415,0.8744550065628316,-0.10916512959777479,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,0.0021919599296662054,-0.0005266659274497044,0.0004625706722256352,0.0,0.0,0.0
0.13560499239190024,0.8748863120781306,-0.1092457164692926,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,-0.000910980161818339,-0.0029182406976034094,0.0005338337758627611,0.0,0.0,0.0
0.1353863565331055,0.8749854625314115,-0.10908316921786733,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,-0.00021354514288872802,-0.002392579206377231,0.0012675324674804962,0.0,0.0,0.0
0.1350992499616359,0.8750394393870896,-0.10892910788639085,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,0.0004983118728872581,-0.002661786342993702,0.0007971928079073392,0.0,0.0,0.0
0.13463959931333966,0.8749877486981208,-0.10883731878312286,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,0.0020496279860606386,-0.004554721232262268,-0.0003701285893296907,0.0,0.0,0.0
0.13410116849543938,0.8749930310349575,-0.10874873793222195,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,0.0016513935915336503,-0.005664851969261917,-0.0006618581978307242,0.0,0.0,0.0
0.1345043595710127,0.8754631341451911,-0.10904228067002633,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,-0.005166454162456377,0.0012382623093979146,1.4330946469318126e-05,0.0,0.0,0.0
0.13466030343166632,0.8754916419736398,-0.10899095785316001,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,-0.0016921247939203693,0.0013909727507240804,0.0009895046344511227,0.0,0.0,0.0
0.13479330350791133,0.8756066906183744,-0.10920994354039898,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,-0.004059158972938401,0.0018422226993772871,-0.004231742456088758,0.0,0.0,0.0
0.13453972892162314,0.8755254214254773,-0.1090677159121892,-0.2326886620517968,-0.09610995627490868,-0.7749093015470365,0.5797710213810836,0.01091109781602275,-0.009283712509926371,0.0019299036647755126,0.0,0.0,0.0
